frame,r_dist,rho_dist,theta
122,0.7092099346674685,0.3820207042930072,134.6107909730942
123,0.744112661812586,0.4670010418512131,151.30298736982886
124,0.6826490741426331,0.5285700270670952,151.7860742181887
125,0.69204966154027,0.4461593212960848,145.75828812740437
126,0.6844613007992449,0.5256674971533191,148.29820901147673
127,0.7359984108217617,0.46787292541970893,143.27316248965374
128,0.7146278639214413,0.558894254641319,151.0186403622373
129,0.7635390560484557,0.6027234139324867,155.4474565789463
130,0.6891411461032051,0.46473156615584876,153.75829754194953
131,0.7560505379939833,0.5352341727665084,146.39504307543396
132,0.7756608287335389,0.6047230378932403,149.8445513796957
133,0.7429616712551899,0.5685961464701654,148.48354346933914
134,0.763836355767495,0.6165120893812278,149.07738383345495
135,0.7288627636970575,0.5424122829866538,141.41861256769982
136,0.775848747030889,0.558763617463735,141.3492639897063
137,0.7113531762264192,0.4228141948458793,153.39207591118037
138,0.7342745425518075,0.4517051118645075,145.83631494457387
139,0.75233470605948,0.4496582335015008,140.1105528050111
140,0.7821266860809268,0.5752878831724064,151.75603585436178
141,0.7403668757672007,0.6050534558232854,146.76192654741203
142,0.7792923141488051,0.55631235551332,143.59738504534778
143,0.7224804361715736,0.5280366336690867,143.84240514044603
144,0.7437629947333236,0.5420483864220268,150.45621728594173
145,0.7737957290616926,0.621151998877656,156.6325626939851
146,0.7847522176107662,0.5501559122219698,143.86664296927503
147,0.7399794453694811,0.46708290473356384,153.49828801638458
148,0.7598266907331491,0.5761997605312523,160.7037808050253
149,0.7970403538659961,0.6150701747635773,148.30391837828537
150,0.7708302062221403,0.6574281909738792,153.16906010111583
151,0.7381639838659381,0.5955419037116207,155.327951067139
152,0.7278741591251678,0.49845880475765003,152.38521133558032
153,0.7315325421715664,0.5692146279689441,158.77631492559402
154,0.7424310459873608,0.6545426202322091,156.4129466955409
155,0.7158562537850012,0.5974806373041034,158.89676565985374
156,0.7083818740754234,0.5347381295371243,155.82713193874343
157,0.7385396492902764,0.5921771729329443,161.77939701657735
158,0.7620312704294764,0.6302952869738196,154.38661609946817
159,0.7862665604272555,0.5732793734963343,149.67812386378392
160,1.1478559691588741,1.144914698049712,159.99214503023742
161,1.1340904833827246,1.1087891962950462,156.77757930591306
162,1.0832495075651063,1.0024006721279877,161.05289347408902
163,1.1410881243124698,1.1340858929417965,157.46354181861412
164,1.161046315278177,1.1553000936768558,155.2921339622013
165,1.1271608833383735,1.1157574460454052,162.64817399919747
166,1.1500019368755157,1.0941475276200814,155.43899750345577
167,1.110973332831916,1.0935088539667566,164.7538341247983
168,1.178731173814993,1.1782480430581315,155.93335587460555
169,1.1630740747398438,1.1467765281784348,153.5975089125491
170,1.1976776836536778,1.1711039401976946,146.66664888601684
171,1.1475830094257837,1.1161613226143319,153.65922562283959
172,1.1046455743748531,1.0129026748323662,147.5193395596317
173,1.1360332260288066,1.1189285086765357,153.85463847526447
174,1.1562705244491194,1.119145133609738,150.38807918643974
175,1.171793477550541,1.1514985349045437,155.47313049966075
176,1.0956952579219756,1.0775265189487515,147.12585663178086
177,1.094797441692057,1.0826372445728576,156.53228695166598
178,1.1401275212126383,1.1347075935496396,153.935140923891
179,1.086254224515447,1.0734897119471214,156.45677947555902
180,1.1257726865372086,1.1199664173582402,158.69526886144982
181,1.049701245411316,1.0112454886629711,154.64776758017783
182,1.1813545767184441,1.168903717911075,152.63225803256228
183,1.1321086836212535,1.111998707152544,153.3132140572893
184,1.1725788638399697,1.143572283473819,150.3352841205112
185,1.1318735020365167,1.1214883558813395,149.91030597448162
186,1.2493458537039572,1.2462501113763462,150.31678589018156
187,1.0427987521008182,0.999033790684746,151.5435231496708
188,1.1158519801227615,1.0877441533797076,155.91315066770005
189,1.1131298296193608,1.0842133240034182,157.81312368972058
190,1.1092729953989624,1.1021450431294177,151.0653502842711
191,1.0796007019253386,1.0793811214065148,157.45848876170027
192,1.082779295596938,1.0816286724744353,161.9779421841843
193,1.0860630160933693,1.0581169864409246,157.52773847918576
194,1.1263608051588876,1.1170144958752315,155.06585555044953
195,1.1104253829260164,1.1044111077296697,151.45481259492385
196,1.0895827583357296,1.0713632513938944,159.87235308291048
197,1.083698026777554,1.0650216401922776,151.39046337487255
198,1.0908088156881017,1.0685665607655435,154.81639074285678
199,1.071029244788568,1.0615330912161736,154.4315787708433
200,1.1060503251777074,1.0938405665689677,161.97935731352266
201,1.0555022567483783,1.0441169599797688,154.63273465034754
202,1.052066299748402,1.0136282199230178,153.1925102068611
203,1.0556753341817586,1.044188866328897,159.2780183212852
204,1.008846702198769,1.0038912953293264,163.67455111263888
205,1.0543231089905374,1.0146813202817215,162.9160451237551
206,1.1095992781676318,1.108711994951967,154.7289809786736
207,1.125925448404765,1.1248652388014007,158.8405335871539
208,1.0787251090605454,1.0752192593057572,161.25846037695874
209,1.0779714086049685,1.0744985588220446,158.51037987020965
210,0.9588628187787933,0.9414534011148814,165.0415100217818
211,1.0269114929178589,1.0070697022800996,156.63847499732424
212,1.0447381754496048,1.0413263352889781,160.1662042623068
213,1.0472052971350172,1.0160488832919572,153.88960844552793
214,0.9974312614316978,0.9811883410116856,161.44832979463592
215,1.1069521518373082,1.0697782174017894,152.18236303658819
216,1.0952184830732283,1.0835892328543377,153.89474686117097
217,1.0866596197470364,1.0860546255017467,155.58619069196138
218,1.066173518997876,1.040673435803687,158.18564006496305
219,1.071326735767046,1.0707051843499968,156.45231380672482
220,0.9905074397066195,0.9600631170447044,155.9202839156831
221,1.092688341221342,1.078413046596061,156.59143010076164
222,1.0425546314039593,1.0053508387383359,153.50837295829157
223,1.0756151354567016,1.0257052346066433,158.40480951232186
224,0.9339314058281288,0.9196797885650658,165.28761455665972
225,1.1044219436652134,1.0928068074773967,152.3408677559189
226,1.0538216615843612,1.0349149883357418,159.90037714327173
227,1.1567219939007867,1.1189905452690465,152.12210952824313
228,1.0947423085443364,1.0557124623732168,152.6363450619688
229,1.0843074860142485,1.0712906916170346,155.4286845012323
230,1.1061932683070808,1.104003090112171,154.93416338557873
231,1.1478900449097253,1.1272469684317095,150.5124006266173
232,1.1534228375983366,1.1533081914900378,152.90206611946448
233,1.0656451372021378,1.0114905471639406,159.73835006309056
234,1.06652775371087,1.0618646268441405,152.65842695848485
235,1.1093924495437786,1.0989628839305916,154.63588174867573
236,1.1382429353927834,1.1127349978741845,151.92797136557098
237,1.109896801124677,1.083963850647878,157.26043578853356
238,1.1128429498936598,1.085924047627838,155.96333986168582
239,1.1362187977060179,1.1360860854009283,151.33910852998628
240,0.6403833280413943,0.4931280604908313,116.7572590399387
241,0.6665117897424576,0.5497455702529981,92.46109974120155
242,0.6503104759068734,0.49607152929615306,114.64578950211667
243,0.6391711997130191,0.48249284950040855,119.54104941206042
244,0.6541415946705129,0.524921930283397,122.41344540334387
245,0.6484074299720336,0.5589661186314759,109.95583966667758
246,0.6353562725668369,0.5122419264119713,97.02038619080653
247,0.6138744902219547,0.48470939213144476,113.81660571767955
248,0.6525689094587089,0.5340975940789979,113.53558550314051
249,0.6205659641626259,0.4805289631808609,119.1110254222221
250,0.6254242033825144,0.4670598301519037,121.5056352714248
251,0.6513821373469896,0.48832829575544945,101.31367026038103
252,0.6714207752604839,0.5630419335811157,117.5243950415734
253,0.6151220712856249,0.48896210002842755,117.75045530616815
254,0.6730600494809644,0.516501289645489,110.84634471700069
255,0.6399849722892342,0.5228440236247351,107.07135653209953
256,0.6837162795485807,0.580330648331442,102.57413150345347
257,0.6650748151068937,0.5815101675698566,108.96907231971045
258,0.6026368153230874,0.4195353749592544,105.85292005875513
259,0.7017899005615341,0.5436723849893668,104.17996095387778
260,0.695602110139183,0.6300176942408369,118.3529758394211
261,0.6194579876539736,0.4554632507767172,119.94400814670696
262,0.66523789565396,0.48548290553522194,112.57744676968595
263,0.6906637690606636,0.6147428253837726,111.82210712586105
264,0.6600082575805438,0.5767037923163568,115.38313573273479
265,0.6591402248460692,0.5468984834926458,107.47827640066095
266,0.678557436819466,0.5607329309201341,112.80640678323329
267,0.6831772336721977,0.5356637007734046,113.24328555812161
268,0.6598858055849735,0.497327811125708,96.86592796369162
269,0.6456084616925573,0.5603706212342431,111.86407177940043
270,0.6567780967736218,0.5680801089948305,118.77664746336792
271,0.6004814466487154,0.5069912579943444,114.89386586253714
272,0.7143332232781513,0.6236843862993149,110.4387067132853
273,0.6320108747190624,0.4887554309398215,112.92535979314488
274,0.6545102336835487,0.4891571034656656,105.36121058789094
275,0.6571710105100156,0.5612557653257556,112.68774196938996
276,0.6262836157099413,0.4723450760695281,111.4882159970624
277,0.6323494802658749,0.5251074269209735,118.01233033315279
278,0.6137398571930681,0.4824095334150407,112.99504798950443
279,0.6722784930347825,0.5721415812186906,116.68868191071078
280,0.6765167882982659,0.5197115397037828,123.5513357673787
281,0.6007680278730271,0.49722345728836487,107.84767108453494
282,0.6359048720525284,0.5076315850261187,119.64619902777876
283,0.691963330121646,0.5422478945049741,99.84950571736977
284,0.6317975162848494,0.512657618345901,114.41329432114215
285,0.6812333797811334,0.5903535938939573,111.88548850001224
286,0.6254402266532109,0.494513498905704,104.57289242006254
287,0.6480429594812215,0.5111667719877651,107.77910871687543
288,0.6420136325342133,0.5314819417641444,119.83317065484745
289,0.631873791349028,0.5418975326459997,112.34700635325176
290,0.6462102844327771,0.49866900860316027,106.08508735116214
291,0.6241158175715806,0.4496865181338902,116.95905140427706
292,0.6338109059586992,0.5432998590501943,113.81693477474657
293,0.6485210199194902,0.5390708459492326,110.9353972201798
294,0.6379377463949151,0.520541938912301,102.65902464530802
295,0.60284766696075,0.4891523829872821,116.22011406156011
296,0.5713010577194126,0.4397796979843811,120.26853627799719
297,0.6117898740921169,0.47675820379288136,100.51892614001717
298,0.6922890667483362,0.5614828770370383,102.35353465490103
299,0.6692609093506391,0.521054370486221,128.8779801676778
300,0.6623378505218844,0.5762826408483226,108.34012440850768
301,0.6996502817862092,0.6248866778858605,115.1649029635396
302,0.6526372881361471,0.49945544024424865,93.02024991420127
303,0.6194850627268708,0.5295028312728515,124.52302658278478
304,0.6325638040128668,0.5438784492535026,117.20366412818007
305,0.6640965848363385,0.5692920980296708,120.5718879562398
306,0.6527532086048864,0.5656325712797676,106.51522520332374
307,0.653531161740261,0.5834984076398569,115.41950560184883
308,0.6260022197859211,0.5504411245116104,119.31955342701299
309,0.6252474164068607,0.5121080745320747,132.77729343954127
310,0.6384244220159513,0.517752116122713,104.99810160244968
311,0.6355817098687602,0.4831528072704415,103.9462611228526
312,0.6330712592507931,0.4946804291440277,103.53840153786425
313,0.6344462937981303,0.5469015487158789,113.00511950575374
314,0.6314716894226456,0.5127931833217141,106.07039944098318
315,0.6676413730050471,0.5762865560535132,117.0485842161314
316,0.6625740302253821,0.5686739275406741,112.61743331455511
317,0.6054943849797524,0.4436865613731089,114.63330878573633
318,0.644610259544171,0.5571617127933063,125.1061328264781
319,0.6609442152759206,0.5487477267534928,113.14221839376059
320,0.8807514486352569,0.6167150424265139,117.11769949331742
321,1.0071448120830844,0.7460987314461797,117.57934782510476
322,0.9584285887980678,0.7146272328707941,110.20562325286289
323,0.9240734921380428,0.6584318739771617,124.24928118281893
324,0.9206033369834208,0.7111501593055644,125.22084590378401
325,0.8866398659089162,0.6343179075141523,120.22713510917337
326,0.832349972017708,0.6737444397773518,115.0683010059731
327,0.8782863024213335,0.6807760713644454,125.51518628165618
328,0.8130838871555546,0.5294398049935498,124.78199936743975
329,0.8856137322667488,0.6641753524098982,117.6977129401758
330,0.8655109315846008,0.5997634497095471,124.62779544490624
331,0.9582007305091721,0.8053736140005759,127.46186292208401
332,0.9147545265013286,0.668716104542121,118.28404246021097
333,0.9552977970784399,0.722031193549174,121.32583746143733
334,0.9496128515619886,0.7387434091076763,107.97252782565711
335,0.935173281531202,0.665546931070633,114.87879441015814
336,0.8941449090852076,0.6594048714325462,125.23879126570358
337,0.8844808677634368,0.604343948937854,123.63599620049538
338,0.953502566131268,0.7460898718043039,125.8104281531972
339,0.9295013114490752,0.7435765014123678,127.17082974473449
340,0.869538463312973,0.5212298680033775,122.21256743867444
341,0.9380767597209763,0.6695398519737137,112.89629759861356
342,0.9254713179802009,0.6550538017499586,128.20440411632356
343,0.9057556672805304,0.6263917650386198,120.84416898324335
344,0.9105624883002176,0.7755500628150447,133.65368230302803
345,0.8975276260193712,0.625113604771934,117.05591281491904
346,0.888434459423858,0.5673658890614365,107.94480036711307
347,0.9119089285787232,0.5482330610578766,116.1443447016563
348,0.9053021500889613,0.6312286858289202,104.53303221512623
349,0.915303939665769,0.6118992619081324,122.32740399539104
350,0.9167771003618468,0.5640293674709089,126.04016391105972
351,0.9022327545579547,0.6495600370016681,113.05493359776015
352,0.906304965538542,0.589431701239079,115.86433134330464
353,1.017877599678881,0.8458294395143133,131.33935501151163
354,0.9433896464608722,0.6078655675445473,105.9716135655327
355,0.9888673876574412,0.6470580561679281,106.75882741940286
356,1.0822667051566326,0.673898035557825,70.20984700640213
357,0.9951546932895091,0.58732468447774,81.08658413644056
358,1.0339322138532288,0.47175946669569574,85.89178870710991
359,1.0614875118528815,0.6280528964083407,80.45368398085236
360,1.1035814193457407,0.5585767996269976,105.61898305576403
361,1.0221032942556887,0.3317526757060317,85.6195298216655
362,0.9609582945866936,0.6455426773638028,59.79771127418693
363,0.9219972199848507,0.620556552291662,64.66017404015619
364,0.8703059875204096,0.5561552415787214,62.98895192482874
365,0.9005521209905004,0.6214439355052,52.26501866087145
366,0.9984727186197351,0.8521899456322479,132.46297643412885
367,1.1661956810023004,1.124620161034585,121.67010850559573
368,1.1426622097452388,1.1216163524262923,125.40512132600816
369,1.0616725068269108,1.0041264819548388,118.13404098645336
370,1.0509925781835758,0.8942875344933183,124.96138006471291
371,1.035088325718317,0.8698935368850029,118.81882634427024
372,1.200496006487348,1.189403857050889,123.46491092190085
373,1.5012244039821865,1.5001415011991714,115.87772207470522
374,1.3379039729611097,1.333036881257919,123.1165524436096
375,1.4675402596586127,1.4525369184107157,119.64164573595514
376,1.4539657391570395,1.4507153615274413,118.76338612141267
377,1.5133008912153005,1.5128115101787345,104.48060342546849
378,1.549032009435171,1.541161126912876,103.10205169992493
379,1.52415961776186,1.5176309026177033,108.55340444803336
380,1.550873575589459,1.5423303531730856,113.3197677730571
381,1.5419517345748588,1.5407353212739017,111.56380949278596
382,1.4887591030325504,1.4875169399041202,116.01743508747589
383,1.5455981108102774,1.5436911953484518,111.11735481115123
384,1.578974495603893,1.5717742327095703,108.28090128455125
385,1.4968629119309218,1.4968459245231145,114.39375162918371
386,1.486090841917223,1.4759148582838988,121.9635851369865
387,1.548929699162234,1.547045468253327,114.73718741936014
388,1.5073892181941335,1.4882124165488317,109.7659276956469
389,1.525964967202356,1.496917893330992,101.47488367075408
390,1.5391248762243246,1.5391120189800371,99.29850076964041
391,1.5187810123215377,1.5183529028006062,100.08788578504449
392,1.5261362239096397,1.5260816398099508,105.8859143348504
393,1.5605786752234276,1.560570531360407,103.2471248456287
394,1.5142871694717397,1.4989197728501924,104.1678465805428
395,1.5426519442945394,1.5255860121182183,103.78282904643619
396,1.5249058801122757,1.5090382223491603,108.29810085682534
397,1.5687898080918146,1.5564650069892303,108.36411087634158
398,1.5142848577275634,1.4644895769567752,107.14388259978179
399,1.4678381336533113,1.4611420465556622,110.70584510757497
400,0.8608859552165407,0.6243761512135108,107.67243525132363
401,0.8637281940366165,0.6245381313528071,118.03105609521371
402,0.7863950907638672,0.48248661842133916,121.48274573627934
403,0.8356565627564373,0.5822993770081419,116.45598952649233
404,0.8088670557586245,0.5402182219747971,122.58993754024534
405,0.8500704378504997,0.6662542099085712,129.26558391166122
406,0.9125269390834154,0.6466320865073828,119.78303638924478
407,0.8129552848241224,0.6001872910098918,133.53943639145575
408,0.8680569304040836,0.6506528592803159,139.14721446342665
409,0.8552429021829296,0.49060900111826766,128.03861753202042
410,0.9360274756685291,0.6298718218048439,124.07906622109228
411,0.8123470600233925,0.5838331065156618,124.13995667937434
412,0.8471444318767039,0.6568532485426162,130.49337527690753
413,0.8415455160267036,0.5481156960446099,120.28437648945567
414,0.866300449371715,0.6030272891250156,121.80354637085559
415,0.8119512477211214,0.5355065800026106,112.88343760789186
416,0.8520813933439835,0.5638037291571893,135.26609795305146
417,0.883338435493443,0.48948761235566784,136.081233491654
418,0.8173882403760759,0.6674732559782179,109.31986982686922
419,0.7849043452198124,0.5773557398832634,126.47905577596845
420,0.7958167436558631,0.47428027815924284,117.12708118540151
421,0.9147159948433233,0.653077242241137,124.67797040982595
422,0.9106485205214216,0.7382075835188935,139.15049610122082
423,0.8568386753427006,0.5422948421667058,131.22935682849217
424,0.8363240392495354,0.49135980341666197,134.3040291690659
425,0.8521282459063777,0.575053639909814,134.10037150922483
426,0.8662876351125679,0.6915693984204287,117.62291524767284
427,0.904022222821347,0.5601472887932735,138.8470342781549
428,0.8676241588919619,0.5769387271426988,127.07849362900792
429,0.8878318458933404,0.5290503202434826,129.12747706909147
430,0.8358063124257846,0.46065154763357,124.78318861282654
431,0.8652715893473217,0.5863057567026181,125.85479634867585
432,0.8320479413706325,0.3827383640394025,140.0724767969168
433,0.861377965957501,0.44719699094017407,111.64263192322242
434,0.792808327202481,0.5587338001977806,128.38695027518705
435,0.9321493967988463,0.6811213200340581,117.31778262232474
436,0.8718814818640434,0.6388220395938672,129.98312535424705
437,0.8147792886944557,0.5939197739428238,131.64354345844154
438,0.8588992657450492,0.5621704430627332,109.88671410374069
439,0.9248545980312863,0.5744237765890521,137.06997277776534
440,0.75120925197155,0.5252202154333394,145.52303568777555
441,0.8080744501021273,0.5428413627436747,134.69610038773354
442,0.830336392754511,0.5735019988331022,124.11498082192989
443,0.7739643776537097,0.5032867765634109,135.93724245419548
444,0.7013049583908239,0.4512995034238743,134.40129152932857
445,0.7720325339522116,0.5033526328351178,143.60515489178286
446,0.8159439668544077,0.5670690937485912,138.52796490616274
447,0.8035630056424964,0.6440026621206019,136.9103179267736
448,0.7702147365271917,0.5366391699262046,143.15864189372442
449,0.7646112324941399,0.4992714451567078,134.9127569425676
450,0.696534296000444,0.4163204502783801,127.82487939237576
451,0.810652532502269,0.4947727537280166,135.08165161020372
452,0.7968261635594461,0.5741912773837478,128.65438815683274
453,0.7139037663409348,0.4122326780343359,139.406578991317
454,0.6816410377332195,0.4737627955271183,128.91601579778126
455,0.760240237969236,0.502581478369827,114.80863981533112
456,0.7524248030083358,0.5294260392668497,134.4280290911016
457,0.8030661997344777,0.5312834370273538,124.01916496839053
458,0.8461205072782492,0.5507958592072705,130.11334494935872
459,0.7383453688992205,0.5608736620693088,148.2481290700147
460,0.7298738234955159,0.4475297432153224,120.8540468365062
461,0.7532364653565554,0.3840509820551502,130.45631513084973
462,0.7051073704580133,0.3790287421136728,141.1998680048007
463,0.6614293924568038,0.39610095720476063,142.08039520675888
464,0.6398555487249344,0.3018442862784088,133.58668484382335
465,0.6946870529789175,0.318746988621936,122.92218396091637
466,0.70970826604336,0.2734327978782521,138.40827887569026
467,0.7208656200706415,0.4800642916501721,120.64682918395701
468,0.7242000827651686,0.501146347230528,124.57906666882462
469,0.7039713349550518,0.39805089912306624,131.12434482566107
470,0.6793385590534649,0.4334774899409812,118.27636974158804
471,0.7255597980565284,0.5079260671292639,129.33712666245293
472,0.7472709190083842,0.4445954757342058,122.77700076194074
473,0.6630258208763894,0.46520224970698876,126.09740966059111
474,0.6607635220964829,0.3289426184275037,129.62534036636183
475,0.669703612372526,0.4577452259385377,125.72026936021724
476,0.717424712141353,0.45740747189628217,132.0758806037588
477,0.7769040056837121,0.4473889004927267,139.78627070132796
478,0.682490699564291,0.32734209245347407,124.86061457989909
479,0.7043756887421792,0.3673443893069612,123.79938417130737
480,0.9965585306802589,0.9306174541910681,126.28535130721458
481,0.8831280954253746,0.7761964521247577,137.15911019058169
482,0.9497673094665089,0.8687480978313956,145.38701927690826
483,0.9547645500361454,0.7932643659149313,138.27280861093317
484,0.9204055667795596,0.8492488273482255,136.44703918045929
485,0.866687057867609,0.7868878806571626,143.12476118180302
486,0.9392780113224164,0.7978731969278257,134.69125928890264
487,0.9246772604216864,0.7479341713119961,131.0677302417825
488,0.8857287814052384,0.7353213061173738,141.0274593820859
489,0.8827704128421247,0.745697172387315,136.40100201482917
490,0.9212387506422645,0.7594145503420262,134.91753074146834
491,0.9155693635788597,0.8642448391907321,133.92224755184893
492,0.9203663292852021,0.7957305666918633,135.27186079842056
493,0.9212927170789404,0.8934226617225154,141.6518470744877
494,0.9294371007864214,0.8357763567307026,140.04439340214444
495,0.9108830064099016,0.7674566256142631,144.07711426740292
496,0.9157143188852741,0.8189158026476118,142.5142875964647
497,0.8749609783618465,0.6845657498412999,133.74170439907354
498,0.9229692269843754,0.8336192191069524,129.60054021798848
499,0.9209416885699353,0.8122256630901472,147.4080655055549
500,0.9448365560022218,0.7642326748782777,138.42554230876394
501,0.8521047058679767,0.6572368138569856,130.4990882235775
502,0.9163630793480664,0.8094844182609692,139.14629194388766
